,WRIST_X,WRIST_Y,THUMB_CMC_X,THUMB_CMC_Y,THUMB_MCP_X,THUMB_MCP_Y,THUMB_IP_X,THUMB_IP_Y,THUMB_TIP_X,THUMB_TIP_Y,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,PINKY_MCP_X,PINKY_MCP_Y,PINKY_PIP_X,PINKY_PIP_Y,PINKY_DIP_X,PINKY_DIP_Y,PINKY_TIP_X,PINKY_TIP_Y,CLASS
0,0.33482142857142855,0.4732142857142857,0.32142857142857145,0.40625,0.3392857142857143,0.3482142857142857,0.38839285714285715,0.3169642857142857,0.4330357142857143,0.30357142857142855,0.3080357142857143,0.29464285714285715,0.39732142857142855,0.2857142857142857,0.40625,0.32589285714285715,0.38839285714285715,0.3482142857142857,0.33035714285714285,0.29464285714285715,0.42857142857142855,0.29910714285714285,0.4330357142857143,0.34375,0.4107142857142857,0.36607142857142855,0.36607142857142855,0.29910714285714285,0.45982142857142855,0.3169642857142857,0.45535714285714285,0.36160714285714285,0.4375,0.38392857142857145,0.40625,0.3169642857142857,0.46875,0.34375,0.46875,0.38392857142857145,0.45089285714285715,0.4017857142857143,0
1,0.33035714285714285,0.46875,0.3169642857142857,0.4017857142857143,0.3392857142857143,0.34375,0.38392857142857145,0.3169642857142857,0.4330357142857143,0.3125,0.3080357142857143,0.29464285714285715,0.4017857142857143,0.2857142857142857,0.4107142857142857,0.32589285714285715,0.39285714285714285,0.3482142857142857,0.33482142857142855,0.29464285714285715,0.4330357142857143,0.30357142857142855,0.4330357142857143,0.3482142857142857,0.4107142857142857,0.3705357142857143,0.3705357142857143,0.30357142857142855,0.4642857142857143,0.32142857142857145,0.45982142857142855,0.3705357142857143,0.4375,0.39732142857142855,0.4107142857142857,0.32142857142857145,0.4732142857142857,0.35267857142857145,0.4642857142857143,0.39285714285714285,0.45089285714285715,0.41517857142857145,0
2,0.33035714285714285,0.47767857142857145,0.32589285714285715,0.4107142857142857,0.35267857142857145,0.35267857142857145,0.39732142857142855,0.32142857142857145,0.4419642857142857,0.3080357142857143,0.3080357142857143,0.29910714285714285,0.4107142857142857,0.29017857142857145,0.41964285714285715,0.3392857142857143,0.39732142857142855,0.36607142857142855,0.33482142857142855,0.29464285714285715,0.4375,0.3080357142857143,0.4375,0.35714285714285715,0.41517857142857145,0.38392857142857145,0.3705357142857143,0.30357142857142855,0.46875,0.33035714285714285,0.45982142857142855,0.3794642857142857,0.4330357142857143,0.40625,0.4107142857142857,0.32142857142857145,0.47767857142857145,0.35714285714285715,0.4642857142857143,0.39732142857142855,0.4419642857142857,0.41964285714285715,0
3,0.33035714285714285,0.47767857142857145,0.32589285714285715,0.40625,0.34375,0.35267857142857145,0.39285714285714285,0.32142857142857145,0.4419642857142857,0.32142857142857145,0.3080357142857143,0.29464285714285715,0.40625,0.2857142857142857,0.4107142857142857,0.33035714285714285,0.38839285714285715,0.36160714285714285,0.33482142857142855,0.29464285714285715,0.4375,0.30357142857142855,0.4330357142857143,0.35267857142857145,0.40625,0.3794642857142857,0.3705357142857143,0.30357142857142855,0.46875,0.32589285714285715,0.45982142857142855,0.375,0.42857142857142855,0.4017857142857143,0.4107142857142857,0.32142857142857145,0.48214285714285715,0.35714285714285715,0.46875,0.4017857142857143,0.44642857142857145,0.41517857142857145,0
4,0.33482142857142855,0.4732142857142857,0.32589285714285715,0.40625,0.3482142857142857,0.3482142857142857,0.39732142857142855,0.3169642857142857,0.44642857142857145,0.3080357142857143,0.3080357142857143,0.29464285714285715,0.40625,0.2857142857142857,0.41517857142857145,0.33035714285714285,0.39732142857142855,0.35267857142857145,0.33482142857142855,0.29017857142857145,0.4375,0.30357142857142855,0.4375,0.3482142857142857,0.4107142857142857,0.3705357142857143,0.3705357142857143,0.29910714285714285,0.46875,0.32142857142857145,0.45982142857142855,0.36607142857142855,0.4330357142857143,0.38839285714285715,0.4107142857142857,0.3169642857142857,0.47767857142857145,0.35267857142857145,0.46875,0.38839285714285715,0.44642857142857145,0.4017857142857143,0
5,0.33482142857142855,0.46875,0.32589285714285715,0.39285714285714285,0.3482142857142857,0.3392857142857143,0.39732142857142855,0.3125,0.44642857142857145,0.3080357142857143,0.3125,0.29017857142857145,0.40625,0.28125,0.41964285714285715,0.32142857142857145,0.4017857142857143,0.3482142857142857,0.3392857142857143,0.29017857142857145,0.4330357142857143,0.29910714285714285,0.4375,0.34375,0.41964285714285715,0.3705357142857143,0.3794642857142857,0.29910714285714285,0.46875,0.3169642857142857,0.4642857142857143,0.36607142857142855,0.4419642857142857,0.39732142857142855,0.41964285714285715,0.3125,0.48214285714285715,0.3482142857142857,0.47767857142857145,0.39285714285714285,0.4642857142857143,0.41517857142857145,0
6,0.3392857142857143,0.4642857142857143,0.32589285714285715,0.39285714285714285,0.3482142857142857,0.33482142857142855,0.39732142857142855,0.3125,0.44642857142857145,0.3125,0.3169642857142857,0.29017857142857145,0.40625,0.2857142857142857,0.41517857142857145,0.32589285714285715,0.39732142857142855,0.3482142857142857,0.3482142857142857,0.2857142857142857,0.4375,0.30357142857142855,0.4375,0.34375,0.4107142857142857,0.36607142857142855,0.38839285714285715,0.29910714285714285,0.46875,0.32142857142857145,0.45982142857142855,0.36607142857142855,0.4330357142857143,0.38839285714285715,0.42857142857142855,0.3169642857142857,0.48214285714285715,0.35267857142857145,0.4732142857142857,0.39285714285714285,0.45535714285714285,0.41517857142857145,0
7,0.3392857142857143,0.4642857142857143,0.33035714285714285,0.39285714285714285,0.3482142857142857,0.3392857142857143,0.39285714285714285,0.3169642857142857,0.4375,0.3169642857142857,0.3125,0.29017857142857145,0.4107142857142857,0.28125,0.41964285714285715,0.32142857142857145,0.4017857142857143,0.35267857142857145,0.3392857142857143,0.2857142857142857,0.4375,0.29910714285714285,0.4375,0.34375,0.4107142857142857,0.3705357142857143,0.375,0.29464285714285715,0.46875,0.32142857142857145,0.45982142857142855,0.3705357142857143,0.4330357142857143,0.39732142857142855,0.41964285714285715,0.3125,0.48214285714285715,0.35267857142857145,0.4732142857142857,0.39285714285714285,0.45089285714285715,0.41517857142857145,0
8,0.3392857142857143,0.45982142857142855,0.32589285714285715,0.39285714285714285,0.3482142857142857,0.3392857142857143,0.39732142857142855,0.3125,0.4419642857142857,0.3125,0.3169642857142857,0.2857142857142857,0.41517857142857145,0.28125,0.42410714285714285,0.32589285714285715,0.40625,0.35267857142857145,0.34375,0.2857142857142857,0.4419642857142857,0.29910714285714285,0.4419642857142857,0.34375,0.41964285714285715,0.36607142857142855,0.375,0.29464285714285715,0.4732142857142857,0.32142857142857145,0.4642857142857143,0.3705357142857143,0.4375,0.39285714285714285,0.41517857142857145,0.3125,0.48214285714285715,0.3482142857142857,0.4732142857142857,0.38839285714285715,0.45535714285714285,0.4107142857142857,0
9,0.34375,0.45982142857142855,0.33035714285714285,0.38839285714285715,0.35267857142857145,0.3392857142857143,0.4017857142857143,0.3125,0.4419642857142857,0.3125,0.3125,0.29017857142857145,0.4107142857142857,0.2857142857142857,0.42410714285714285,0.32589285714285715,0.40625,0.35267857142857145,0.3392857142857143,0.2857142857142857,0.4375,0.29910714285714285,0.4375,0.34375,0.41517857142857145,0.36607142857142855,0.3794642857142857,0.29464285714285715,0.46875,0.32142857142857145,0.45982142857142855,0.36607142857142855,0.4330357142857143,0.38839285714285715,0.41964285714285715,0.3125,0.48214285714285715,0.35267857142857145,0.4732142857142857,0.39732142857142855,0.45089285714285715,0.4107142857142857,0
