WRIST_X,WRIST_Y,THUMB_CMC_X,THUMB_CMC_Y,THUMB_MCP_X,THUMB_MCP_Y,THUMB_IP_X,THUMB_IP_Y,THUMB_TIP_X,THUMB_TIP_Y,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,PINKY_MCP_X,PINKY_MCP_Y,PINKY_PIP_X,PINKY_PIP_Y,PINKY_DIP_X,PINKY_DIP_Y,PINKY_TIP_X,PINKY_TIP_Y,CLASS
0.522535443305969,0.584055423736572,0.625936210155487,0.580929338932037,0.718496143817902,0.526367783546448,0.727261483669281,0.450880080461502,0.702419996261597,0.407202005386353,0.698582828044891,0.424541532993317,0.737914681434631,0.365813791751862,0.708958983421326,0.431102126836777,0.684418678283691,0.473205626010895,0.644403398036957,0.402336061000824,0.683518886566162,0.354779720306396,0.648075580596924,0.437861561775208,0.627641141414642,0.466646611690521,0.588359594345093,0.386228412389755,0.626256942749023,0.343011200428009,0.593765139579773,0.425576716661453,0.572914302349091,0.45106840133667,0.524568557739258,0.375543862581253,0.566659808158875,0.338998973369598,0.550874829292297,0.400552064180374,0.533668875694275,0.423864096403122,0
0.52280980348587,0.581773161888123,0.625333070755005,0.581156253814697,0.71752792596817,0.528407096862793,0.730287671089172,0.454104244709015,0.713798463344574,0.408834218978882,0.698043942451477,0.424474209547043,0.736919105052948,0.361642807722092,0.707706332206726,0.42969736456871,0.685421705245972,0.468583166599274,0.643568992614746,0.402786552906036,0.681571066379547,0.35434627532959,0.647549152374268,0.439857453107834,0.629424512386322,0.463038146495819,0.587421536445618,0.387291193008423,0.624951183795929,0.34392374753952,0.593423187732697,0.427814155817032,0.574107587337494,0.448014318943024,0.523501873016357,0.376927733421326,0.564863622188568,0.340198516845703,0.549492359161377,0.401109993457794,0.531895518302918,0.420952141284943,0
0.523001194000244,0.582668364048004,0.624563157558441,0.580879747867584,0.716532349586487,0.527001976966858,0.724324226379395,0.452665656805038,0.699353933334351,0.41073676943779,0.698892533779144,0.426382213830948,0.738268911838532,0.364152759313583,0.708334863185883,0.432176113128662,0.684921443462372,0.471199691295624,0.643475472927094,0.404938876628876,0.683177590370178,0.353901952505112,0.648912250995636,0.438721686601639,0.628884553909302,0.463076144456863,0.587016224861145,0.38933327794075,0.62515389919281,0.341386288404465,0.594347774982452,0.425510734319687,0.574130177497864,0.447512358427048,0.523333668708801,0.378884494304657,0.56463348865509,0.339104652404785,0.550132095813751,0.400342851877213,0.532757699489594,0.421779185533524,0
0.523001194000244,0.582668364048004,0.624563157558441,0.580879747867584,0.716532349586487,0.527001976966858,0.724324226379395,0.452665656805038,0.699353933334351,0.41073676943779,0.698892533779144,0.426382213830948,0.738268911838532,0.364152759313583,0.708334863185883,0.432176113128662,0.684921443462372,0.471199691295624,0.643475472927094,0.404938876628876,0.683177590370178,0.353901952505112,0.648912250995636,0.438721686601639,0.628884553909302,0.463076144456863,0.587016224861145,0.38933327794075,0.62515389919281,0.341386288404465,0.594347774982452,0.425510734319687,0.574130177497864,0.447512358427048,0.523333668708801,0.378884494304657,0.56463348865509,0.339104652404785,0.550132095813751,0.400342851877213,0.532757699489594,0.421779185533524,0
0.522727191448212,0.578589916229248,0.624896824359894,0.577490091323853,0.716129064559937,0.524396240711212,0.725708782672882,0.44982036948204,0.704025864601135,0.404275864362717,0.696290016174316,0.423117160797119,0.736397206783295,0.361994177103043,0.707677602767944,0.427883237600327,0.682611882686615,0.469425708055496,0.642576992511749,0.401603370904923,0.681770741939545,0.353540241718292,0.645450532436371,0.437133222818375,0.624304056167603,0.464923799037933,0.587030410766602,0.38509601354599,0.62563967704773,0.343430280685425,0.591364979743958,0.425835341215134,0.569745898246765,0.448760062456131,0.52350914478302,0.373285293579102,0.567278623580933,0.339909613132477,0.54975950717926,0.399989277124405,0.530881941318512,0.419607162475586,0
0.522653460502625,0.578544080257416,0.623193740844727,0.578208208084106,0.718087196350098,0.527157604694366,0.729425311088562,0.454095393419266,0.704553782939911,0.409450829029083,0.697950065135956,0.422370761632919,0.738259434700012,0.361375212669373,0.709073960781097,0.4284687936306,0.685377180576324,0.46804815530777,0.643705546855927,0.399883925914764,0.683038473129272,0.352238297462463,0.647816598415375,0.437378108501434,0.627348124980927,0.463829070329666,0.588001191616058,0.382941901683807,0.625815033912659,0.340315610170364,0.593164265155792,0.425545811653137,0.572142004966736,0.450174123048782,0.524803817272186,0.37064465880394,0.568214237689972,0.334817737340927,0.551796138286591,0.397581845521927,0.533090710639954,0.420469880104065,0
0.522081136703491,0.579252243041992,0.622897148132324,0.577979266643524,0.715204894542694,0.52824592590332,0.722758531570435,0.455400943756104,0.694029152393341,0.411899715662003,0.697557926177979,0.422823488712311,0.737972259521484,0.362695038318634,0.708903312683106,0.429789423942566,0.684374094009399,0.470037907361984,0.643087208271027,0.400476366281509,0.682002425193787,0.351588726043701,0.647489964962006,0.43589460849762,0.627114295959473,0.461923897266388,0.586841344833374,0.384509325027466,0.624836802482605,0.339871942996979,0.593253493309021,0.422997742891312,0.572367310523987,0.445448130369186,0.522683262825012,0.373810827732086,0.564206779003143,0.337999820709229,0.549389898777008,0.398748248815536,0.531725347042084,0.419319033622742,0
0.517778158187866,0.577340722084045,0.620613038539887,0.577856361865997,0.714502573013306,0.528737127780914,0.724019646644592,0.453928768634796,0.69893604516983,0.410882592201233,0.694965422153473,0.42479020357132,0.735226273536682,0.362696200609207,0.706703901290894,0.42862468957901,0.68314802646637,0.468332201242447,0.64089161157608,0.401929527521133,0.680621862411499,0.352725148200989,0.644850671291351,0.436917632818222,0.624353647232056,0.461826652288437,0.58528345823288,0.384750306606293,0.624435245990753,0.338972270488739,0.591717600822449,0.422661900520325,0.570565938949585,0.445786982774735,0.521366477012634,0.372422963380814,0.56366366147995,0.334587574005127,0.54889988899231,0.396883845329285,0.531483471393585,0.419552326202393,0
0.519980192184448,0.577158272266388,0.620983004570007,0.578573822975159,0.714113652706146,0.524473607540131,0.724446058273315,0.447474092245102,0.700926423072815,0.403648018836975,0.695043325424194,0.421755880117416,0.735823810100555,0.361014455556869,0.70564341545105,0.428268134593964,0.680541753768921,0.468211382627487,0.641362607479095,0.399612486362457,0.680453538894653,0.352145075798035,0.643779337406158,0.436829686164856,0.623399674892426,0.460594981908798,0.586119711399078,0.383555799722672,0.624799072742462,0.340167939662933,0.590921401977539,0.424278140068054,0.570106744766235,0.445443719625473,0.523020327091217,0.372115641832352,0.565270304679871,0.337162137031555,0.548157215118408,0.399146139621735,0.530204117298126,0.419518798589706,0
0.520286500453949,0.578330516815186,0.622551560401917,0.577454030513763,0.714744389057159,0.526056289672852,0.726819217205048,0.452120572328568,0.707046270370483,0.407949268817902,0.696150898933411,0.423494309186935,0.735758483409882,0.362621963024139,0.706051886081696,0.427119493484497,0.682381808757782,0.465987890958786,0.642825901508331,0.401619225740433,0.680731415748596,0.353158622980118,0.645839035511017,0.435865789651871,0.626295566558838,0.461555927991867,0.587431907653809,0.385021448135376,0.624396502971649,0.339777529239655,0.59196412563324,0.422797560691834,0.571568429470062,0.446370899677277,0.52395623922348,0.373255401849747,0.56570029258728,0.336749255657196,0.548774719238281,0.397805839776993,0.530421614646912,0.419170796871185,0
0.517653703689575,0.58014976978302,0.618437886238098,0.579961538314819,0.711748719215393,0.529614329338074,0.725262105464935,0.456346452236176,0.701324999332428,0.412749916315079,0.694580078125,0.426123023033142,0.734538674354553,0.366118937730789,0.704758405685425,0.431239366531372,0.680701076984406,0.470871329307556,0.640300035476685,0.403560906648636,0.679652333259583,0.354047119617462,0.643732130527496,0.437379151582718,0.62303239107132,0.464262008666992,0.584304988384247,0.387127190828323,0.622395396232605,0.341102212667465,0.590031802654266,0.424354404211044,0.568999946117401,0.448915302753449,0.520470142364502,0.37613445520401,0.563380837440491,0.339818716049194,0.54719614982605,0.40106588602066,0.528719365596771,0.423005402088165,0
0.517480432987213,0.57930201292038,0.618113279342651,0.58014714717865,0.710364580154419,0.528886497020721,0.72465705871582,0.453917503356934,0.704752206802368,0.408735573291779,0.69339793920517,0.42518812417984,0.731427073478699,0.361989378929138,0.705061137676239,0.426159471273422,0.681590914726257,0.468353599309921,0.64010614156723,0.403552412986755,0.677353501319885,0.354340434074402,0.642758786678314,0.437642335891724,0.623612821102142,0.463540554046631,0.585098743438721,0.387028783559799,0.621853590011597,0.340213596820831,0.589788317680359,0.423698514699936,0.570177555084229,0.447489857673645,0.521928548812866,0.375425398349762,0.563494920730591,0.337500810623169,0.546948969364166,0.3990099132061,0.52978503704071,0.421156734228134,0
0.459321677684784,0.716345548629761,0.472841918468475,0.610924422740936,0.531182289123535,0.506139397621155,0.611727237701416,0.462882310152054,0.664222240447998,0.481318324804306,0.490836679935455,0.448285698890686,0.675386607646942,0.437385410070419,0.673710346221924,0.487840950489044,0.622388899326324,0.505795955657959,0.501130998134613,0.519446074962616,0.705521047115326,0.51354318857193,0.684839606285095,0.552732110023499,0.628126740455627,0.563679397106171,0.526233732700348,0.594860911369324,0.71484375,0.589996635913849,0.680683076381683,0.617368876934052,0.623937845230103,0.62060022354126,0.562243640422821,0.667339146137238,0.707374572753906,0.656481385231018,0.674222350120544,0.67398589849472,0.619391620159149,0.676660656929016,0
0.459321677684784,0.716345548629761,0.472841918468475,0.610924422740936,0.531182289123535,0.506139397621155,0.611727237701416,0.462882310152054,0.664222240447998,0.481318324804306,0.490836679935455,0.448285698890686,0.675386607646942,0.437385410070419,0.673710346221924,0.487840950489044,0.622388899326324,0.505795955657959,0.501130998134613,0.519446074962616,0.705521047115326,0.51354318857193,0.684839606285095,0.552732110023499,0.628126740455627,0.563679397106171,0.526233732700348,0.594860911369324,0.71484375,0.589996635913849,0.680683076381683,0.617368876934052,0.623937845230103,0.62060022354126,0.562243640422821,0.667339146137238,0.707374572753906,0.656481385231018,0.674222350120544,0.67398589849472,0.619391620159149,0.676660656929016,0
0.45955365896225,0.710394024848938,0.474363505840302,0.603879392147064,0.529765605926514,0.501225769519806,0.608457207679749,0.460949003696442,0.66173243522644,0.47697913646698,0.490058183670044,0.450289517641068,0.673826336860657,0.437237560749054,0.6742262840271,0.484693288803101,0.626089036464691,0.500859677791595,0.501465380191803,0.523027956485748,0.704760193824768,0.514866828918457,0.684719204902649,0.550501227378845,0.628286898136139,0.559970617294312,0.527493059635162,0.596761643886566,0.712394118309021,0.590421557426453,0.679538547992706,0.614620506763458,0.623248934745789,0.616004943847656,0.564273476600647,0.665858387947083,0.705635666847229,0.652095139026642,0.672678232192993,0.668250918388367,0.617958426475525,0.670111060142517,0
0.460618197917938,0.702841639518738,0.471119523048401,0.594076871871948,0.5257368683815,0.492148876190186,0.605359852313995,0.453964740037918,0.660250663757324,0.474611312150955,0.490021765232086,0.447862476110458,0.671573162078857,0.43692746758461,0.673191905021668,0.479869842529297,0.625802040100098,0.496746689081192,0.502210259437561,0.522656559944153,0.70624440908432,0.516317188739777,0.685982465744019,0.548237562179565,0.628590524196625,0.560130774974823,0.529226541519165,0.597200810909271,0.715741217136383,0.591947197914124,0.683522343635559,0.612864196300507,0.627394616603851,0.615454435348511,0.567287504673004,0.666669368743897,0.710298955440521,0.65596878528595,0.677801430225372,0.66939115524292,0.624094605445862,0.670577168464661,0
